,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_le,room_type_le
27439,93392260,Brooklyn,East New York,40.67271,-73.89071,Private room,30,0,,364,1,1
17515,22028840,Manhattan,Washington Heights,40.85308,-73.92878,Private room,3,71,1.93,0,2,1
11063,14046692,Queens,Howard Beach,40.65918,-73.83038,Private room,1,5,0.24,0,3,1
22507,2856748,Manhattan,East Village,40.73218,-73.98815,Entire home/apt,30,0,,364,2,0
9232,29204097,Manhattan,Upper East Side,40.77516,-73.95224,Entire home/apt,1,18,0.95,180,2,0
20780,794727,Brooklyn,Bedford-Stuyvesant,40.69022,-73.94298,Entire home/apt,4,11,0.36,0,1,0
31772,27163168,Brooklyn,Bushwick,40.69639,-73.93246,Private room,3,1,0.07,0,1,1
34482,74323368,Manhattan,Harlem,40.81968,-73.9436,Private room,2,39,3.42,29,2,1
8817,35415860,Manhattan,West Village,40.7342,-74.00854,Entire home/apt,2,6,0.12,0,2,0
19343,5664607,Brooklyn,Greenpoint,40.73363,-73.95333,Private room,2,3,0.12,2,1,1
35360,10229087,Queens,Ditmars Steinway,40.77224,-73.89295,Private room,1,5,0.61,346,3,1
48709,156114168,Brooklyn,Prospect-Lefferts Gardens,40.66067,-73.96094,Shared room,1,0,,207,1,2
2947,2731594,Brooklyn,Windsor Terrace,40.64928,-73.97538,Entire home/apt,15,53,0.75,5,1,0
15554,3905432,Manhattan,Harlem,40.81614,-73.94429,Private room,6,8,0.22,296,2,1
12304,49275064,Manhattan,East Village,40.73161,-73.9896,Entire home/apt,3,54,1.24,0,2,0
47260,268110281,Brooklyn,Bushwick,40.69258,-73.91168,Shared room,30,0,,330,1,2
45127,34643568,Manhattan,East Harlem,40.79155,-73.94141,Private room,3,3,3.0,90,2,1
33162,10448798,Brooklyn,Red Hook,40.67498,-74.01214,Private room,2,6,0.5,0,1,1
28487,37260534,Bronx,Norwood,40.87491,-73.87575,Private room,2,1,0.05,0,0,1
42549,248068752,Manhattan,Hell's Kitchen,40.76592,-73.98769,Shared room,1,5,1.38,365,2,2
38439,2186425,Brooklyn,Greenpoint,40.72457,-73.95435,Entire home/apt,60,1,0.77,220,1,0
9495,13904931,Queens,Ridgewood,40.70735,-73.90696,Entire home/apt,1,0,,0,3,0
37657,149849302,Manhattan,Harlem,40.81004,-73.95271,Entire home/apt,1,3,0.45,0,2,0
15016,15817123,Brooklyn,Greenpoint,40.73164,-73.95323,Entire home/apt,1,152,3.8,1,1,0
7115,1027417,Brooklyn,Park Slope,40.67365,-73.9814,Entire home/apt,3,5,0.12,22,1,0
20845,108494755,Manhattan,Inwood,40.86253,-73.9277,Entire home/apt,5,0,,0,2,0
10720,22384027,Brooklyn,Crown Heights,40.67115,-73.91621,Private room,1,70,1.51,33,1,1
14895,19633984,Brooklyn,Columbia St,40.68912,-74.00121,Private room,2,61,1.57,0,1,1
35124,12243051,Manhattan,Financial District,40.70776,-74.00477,Entire home/apt,29,0,,313,2,0
21445,115092398,Manhattan,Harlem,40.81843,-73.94401,Entire home/apt,1,78,2.7,40,2,0
34707,92611851,Manhattan,Upper East Side,40.78051,-73.94809,Entire home/apt,1,17,1.62,5,2,0
38437,63959641,Queens,Jackson Heights,40.75149,-73.87872,Private room,2,16,2.55,134,3,1
43382,192951036,Manhattan,SoHo,40.72589,-74.00015,Private room,1,7,2.44,23,2,1
37078,173685298,Manhattan,Midtown,40.75611,-73.97209,Private room,1,1,0.38,178,2,1
3156,9795610,Manhattan,Midtown,40.75669,-73.9666,Entire home/apt,3,1,0.05,0,2,0
24939,138515591,Manhattan,East Harlem,40.80266,-73.93904,Private room,30,3,0.19,153,2,1
27295,83585937,Brooklyn,Crown Heights,40.6717,-73.91745,Private room,2,35,1.8,174,1,1
18597,91147323,Brooklyn,Bedford-Stuyvesant,40.69918,-73.94513,Private room,2,159,4.56,153,1,1
15298,17624300,Brooklyn,Williamsburg,40.70244,-73.94421,Private room,1,8,0.23,357,1,1
48293,234781729,Queens,Edgemere,40.59309,-73.77958,Private room,1,2,2.0,363,3,1
10709,43449898,Queens,Maspeth,40.72194,-73.91138,Private room,1,85,1.85,176,3,1
32770,190921808,Manhattan,Hell's Kitchen,40.75437,-73.9964,Private room,7,8,0.77,354,2,1
38191,226381548,Manhattan,Nolita,40.72249,-73.99406,Entire home/apt,3,14,1.98,0,2,0
27792,50760546,Manhattan,Tribeca,40.72005,-74.00455,Entire home/apt,30,0,,179,2,0
22381,20600569,Manhattan,Roosevelt Island,40.76213,-73.94971,Private room,2,97,3.57,142,2,1
30964,160325910,Brooklyn,Prospect-Lefferts Gardens,40.66139,-73.96231,Entire home/apt,4,0,,0,1,0
27981,22095324,Brooklyn,Bushwick,40.69566,-73.91611,Entire home/apt,5,42,2.16,1,1,0
9884,10831168,Brooklyn,Fort Hamilton,40.61926,-74.03272,Private room,1,15,0.39,22,1,1
9786,397423,Manhattan,Upper West Side,40.77778,-73.9781,Private room,2,183,3.9,263,2,1
20339,3568330,Brooklyn,Bedford-Stuyvesant,40.69332,-73.93502,Private room,9,6,0.22,10,1,1
32868,194590736,Brooklyn,Fort Greene,40.69493,-73.97984,Private room,5,48,3.7,86,1,1
13324,13507716,Manhattan,East Village,40.72324,-73.98195,Entire home/apt,1,0,,0,2,0
4505,2885147,Queens,Rego Park,40.7246,-73.85744,Entire home/apt,2,1,0.02,0,3,0
37529,58266933,Queens,Astoria,40.75805,-73.90927,Private room,7,2,0.29,66,3,1
28210,16864813,Manhattan,East Harlem,40.80255,-73.94349,Entire home/apt,3,38,2.42,272,2,0
44493,258133009,Manhattan,Murray Hill,40.74553,-73.97699,Entire home/apt,1,8,4.53,140,2,0
41895,16098958,Manhattan,Upper East Side,40.77671,-73.95516,Entire home/apt,30,0,,332,2,0
43404,236018119,Queens,Queens Village,40.70303,-73.74906,Entire home/apt,1,38,12.0,362,3,0
23767,71203979,Manhattan,Kips Bay,40.74507,-73.9792,Private room,2,0,,0,2,1
34845,208485817,Brooklyn,Bushwick,40.69616,-73.92905,Entire home/apt,5,0,,0,1,0
12992,30283594,Manhattan,Theater District,40.76064,-73.98554,Entire home/apt,30,0,,363,2,0
20719,73550323,Bronx,Parkchester,40.84012,-73.86521,Private room,1,1,0.03,0,0,1
26727,525698,Brooklyn,Bushwick,40.69237,-73.91907,Entire home/apt,3,0,,0,1,0
32514,38021737,Manhattan,Upper East Side,40.76897,-73.95375,Private room,4,0,,0,2,1
860,185753,Manhattan,Upper West Side,40.77508,-73.9799,Entire home/apt,2,11,0.13,2,2,0
11945,1516920,Brooklyn,Greenpoint,40.73077,-73.95851,Entire home/apt,1,1,0.02,0,1,0
2385,6395317,Manhattan,Nolita,40.72011,-73.99468,Private room,15,5,0.08,197,2,1
6857,5564276,Brooklyn,Bedford-Stuyvesant,40.68998,-73.95646,Private room,1,0,,0,1,1
38644,3729486,Manhattan,Hell's Kitchen,40.76593,-73.99186,Private room,4,12,1.68,172,2,1
14628,3483450,Brooklyn,Bedford-Stuyvesant,40.68174,-73.91365,Entire home/apt,2,40,0.99,354,1,0
43843,242962235,Queens,Ridgewood,40.70775,-73.89472,Private room,30,0,,201,3,1
8064,150832,Brooklyn,Williamsburg,40.71479,-73.96048,Entire home/apt,4,95,1.88,0,1,0
16099,71754921,Brooklyn,Crown Heights,40.66789,-73.94351,Entire home/apt,1,0,,0,1,0
31496,296491,Brooklyn,Midwood,40.61673,-73.96491,Entire home/apt,2,23,1.55,49,1,0
12894,50584770,Manhattan,East Village,40.72246,-73.98006,Private room,14,0,,0,2,1
46273,264693056,Manhattan,Hell's Kitchen,40.75518,-73.99904,Entire home/apt,3,2,1.58,73,2,0
42638,4401527,Brooklyn,Clinton Hill,40.68464,-73.96151,Private room,6,1,0.31,17,1,1
24192,3595138,Manhattan,Upper West Side,40.79884,-73.95962,Entire home/apt,2,7,0.31,0,2,0
9488,228858,Brooklyn,South Slope,40.66163,-73.98602,Entire home/apt,9,2,0.04,1,1,0
24805,11878464,Brooklyn,Prospect Heights,40.67654,-73.97144,Private room,2,11,0.48,0,1,1
29033,16026189,Manhattan,Upper East Side,40.77604,-73.951,Entire home/apt,2,8,0.5,3,2,0
29214,164164069,Staten Island,Westerleigh,40.61422,-74.13167,Private room,2,17,0.92,36,4,1
30622,37286422,Queens,Briarwood,40.70739,-73.81327,Private room,2,18,1.15,0,3,1
3233,9442045,Brooklyn,Park Slope,40.67982,-73.98005,Entire home/apt,2,166,2.87,215,1,0
39592,52950465,Manhattan,Midtown,40.7541,-73.97056,Entire home/apt,30,0,,365,2,0
21203,82339249,Queens,Ditmars Steinway,40.77235,-73.91789,Private room,5,3,0.11,88,3,1
35949,92523072,Queens,Rockaway Beach,40.58862,-73.81276,Entire home/apt,2,14,7.24,97,3,0
18666,20092334,Brooklyn,Bushwick,40.70542,-73.92025,Private room,15,0,,0,1,1
17632,1905137,Brooklyn,Greenpoint,40.7317,-73.95473,Private room,2,8,0.23,0,1,1
6469,6327629,Manhattan,Harlem,40.82502,-73.94404,Private room,3,1,0.02,0,2,1
16151,72168153,Manhattan,Midtown,40.74464,-73.98436,Private room,20,4,0.11,8,2,1
14711,61601216,Manhattan,Upper East Side,40.7687,-73.95705,Private room,2,11,0.31,0,2,1
29758,23254432,Manhattan,Financial District,40.70351,-74.01266,Entire home/apt,2,27,1.57,0,2,0
8275,33198779,Manhattan,Washington Heights,40.84064,-73.93727,Private room,1,4,0.08,0,2,1
26538,151316042,Manhattan,Chinatown,40.71396,-73.99151,Private room,1,55,2.56,10,2,1
8401,33695968,Brooklyn,Prospect-Lefferts Gardens,40.66102,-73.96224,Entire home/apt,2,0,,0,1,0
31776,54481883,Manhattan,Gramercy,40.73805,-73.98415,Entire home/apt,4,4,0.29,0,2,0
30608,87786261,Brooklyn,South Slope,40.66094,-73.98652,Entire home/apt,1,5,0.43,270,1,0
24901,93355703,Brooklyn,Brooklyn Heights,40.69677,-73.99599,Entire home/apt,3,10,0.42,225,1,0
12612,38596175,Brooklyn,Williamsburg,40.71654,-73.94104,Entire home/apt,7,0,,0,1,0
8984,32775769,Brooklyn,Midwood,40.61679,-73.95521,Entire home/apt,7,5,0.1,251,1,0
9720,39148503,Brooklyn,Williamsburg,40.70891,-73.94161,Private room,3,8,0.17,0,1,1
1268,2676438,Manhattan,Upper East Side,40.77424,-73.94839,Entire home/apt,10,16,0.2,0,2,0
4723,16790098,Queens,Woodside,40.74549,-73.90872,Entire home/apt,2,216,3.54,70,3,0
41741,58483,Manhattan,West Village,40.73988,-74.00356,Entire home/apt,2,0,,0,2,0
43195,160956,Staten Island,St. George,40.64015,-74.08127,Entire home/apt,3,4,2.31,326,4,0
26533,114975592,Queens,Springfield Gardens,40.6651,-73.76614,Private room,1,19,0.94,84,3,1
40941,27974952,Brooklyn,East Flatbush,40.64434,-73.9504,Shared room,30,0,,365,1,2
45105,83786650,Manhattan,Upper East Side,40.75972,-73.96147,Entire home/apt,30,0,,331,2,0
38760,107434423,Manhattan,Tribeca,40.71607,-74.00564,Entire home/apt,30,1,0.26,274,2,0
45009,260639745,Manhattan,Theater District,40.76275,-73.98429,Private room,1,0,,201,2,1
28812,162556385,Manhattan,SoHo,40.72224,-73.99991,Entire home/apt,3,0,,0,2,0
8460,33977124,Brooklyn,Bedford-Stuyvesant,40.68579,-73.95535,Private room,2,49,1.42,310,1,1
11967,43963802,Manhattan,Harlem,40.82287,-73.94561,Entire home/apt,3,52,1.33,325,2,0
32111,77716287,Manhattan,East Harlem,40.80173,-73.94035,Private room,2,11,0.83,365,2,1
47493,268896283,Manhattan,Harlem,40.81566,-73.94174,Private room,1,1,1.0,73,2,1
35227,52125790,Manhattan,East Harlem,40.793,-73.94125,Private room,3,5,0.47,0,2,1
27305,155818580,Queens,Ditmars Steinway,40.77219,-73.90269,Private room,2,71,3.46,60,3,1
38207,1813055,Manhattan,Midtown,40.75876,-73.96153,Entire home/apt,1,0,,51,2,0
18065,85400172,Brooklyn,Crown Heights,40.67564,-73.94798,Private room,3,29,0.84,365,1,1
32435,13523227,Brooklyn,DUMBO,40.70268,-73.98603,Entire home/apt,2,0,,0,1,0
6130,8713930,Manhattan,East Village,40.72908,-73.97901,Entire home/apt,1,0,,0,2,0
47938,1857457,Brooklyn,Williamsburg,40.7137,-73.94331,Entire home/apt,2,0,,6,1,0
16751,76104209,Manhattan,Upper East Side,40.76113,-73.96092,Entire home/apt,30,0,,362,2,0
34159,203572377,Staten Island,Prince's Bay,40.527,-74.20941,Private room,1,0,,353,4,1
5551,19638238,Manhattan,Washington Heights,40.83428,-73.94738,Private room,2,25,0.53,198,2,1
31525,12243051,Manhattan,Financial District,40.70558,-74.00845,Entire home/apt,29,1,0.45,290,2,0
44054,38217925,Brooklyn,Greenpoint,40.7342,-73.95707,Entire home/apt,5,0,,64,1,0
7062,1700398,Manhattan,Upper East Side,40.77421,-73.95361,Entire home/apt,4,0,,0,2,0
25345,147513,Brooklyn,Gowanus,40.67949,-73.98666,Entire home/apt,2,113,5.88,67,1,0
1967,4500999,Manhattan,East Harlem,40.79541,-73.94465,Private room,1,58,0.83,316,2,1
37918,225454310,Queens,Far Rockaway,40.59894,-73.75629,Private room,1,2,0.38,362,3,1
28464,159655531,Manhattan,East Harlem,40.80147,-73.94451,Private room,3,40,2.11,78,2,1
36273,217591735,Brooklyn,Williamsburg,40.70664,-73.93978,Private room,2,4,0.45,0,1,1
9078,36489857,Manhattan,Upper West Side,40.78768,-73.97238,Entire home/apt,3,29,0.75,309,2,0
6840,25145883,Queens,Sunnyside,40.74461,-73.91514,Private room,2,2,2.0,5,3,1
4710,3691863,Brooklyn,Bedford-Stuyvesant,40.68172,-73.94095,Private room,3,86,1.43,362,1,1
3269,8048803,Queens,Long Island City,40.75401,-73.91757,Entire home/apt,5,2,0.03,0,3,0
21772,3191545,Manhattan,Hell's Kitchen,40.76589,-73.98434,Entire home/apt,30,6,0.23,365,2,0
32907,58234433,Queens,Sunnyside,40.73657,-73.91975,Private room,1,10,1.02,275,3,1
43282,252865772,Queens,Astoria,40.75909,-73.92005,Entire home/apt,2,1,0.31,292,3,0
17183,78807434,Manhattan,East Village,40.72737,-73.97789,Entire home/apt,3,6,0.17,34,2,0
22169,122118705,Manhattan,Harlem,40.8217,-73.93751,Private room,2,36,3.17,218,2,1
2945,706623,Brooklyn,Bushwick,40.69383,-73.90837,Entire home/apt,3,11,0.2,77,1,0
3537,2151325,Manhattan,Upper West Side,40.77782,-73.97848,Entire home/apt,14,17,0.27,359,2,0
6858,557918,Queens,Sunnyside,40.74628,-73.9196,Entire home/apt,6,15,0.46,1,3,0
26762,4144536,Manhattan,Hell's Kitchen,40.76234,-73.99036,Private room,2,30,1.55,162,2,1
6111,16066343,Manhattan,East Harlem,40.78834,-73.9472,Private room,2,219,3.88,35,2,1
28166,160306249,Manhattan,Upper West Side,40.78165,-73.9749,Private room,2,14,0.81,0,2,1
24386,19079151,Brooklyn,Bedford-Stuyvesant,40.68515,-73.95566,Private room,7,0,,0,1,1
44396,252604696,Manhattan,Chelsea,40.75074,-73.9967,Private room,1,0,,359,2,1
35339,32092125,Queens,Springfield Gardens,40.66207,-73.74986,Entire home/apt,1,32,4.4,135,3,0
25314,166634,Brooklyn,Brownsville,40.66192,-73.91371,Private room,2,34,1.47,0,1,1
2510,6602545,Brooklyn,South Slope,40.66812,-73.99022,Private room,30,1,1.0,39,1,1
5433,622694,Brooklyn,Greenpoint,40.72942,-73.95291,Entire home/apt,28,12,0.22,0,1,0
7817,17300177,Brooklyn,Williamsburg,40.70965,-73.96817,Entire home/apt,30,4,0.13,13,1,0
28439,137858241,Queens,Flushing,40.73067,-73.80691,Private room,1,9,0.48,328,3,1
39729,51913277,Brooklyn,Sunset Park,40.66182,-73.99805,Private room,2,13,4.59,37,1,1
33102,501343,Manhattan,Hell's Kitchen,40.76361,-73.98847,Private room,2,3,0.24,0,2,1
1270,1785800,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95016,Private room,4,19,0.24,43,1,1
43605,254382567,Manhattan,Washington Heights,40.84377,-73.93666,Private room,1,18,6.07,305,2,1
537,953279,Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,Entire home/apt,3,83,1.19,255,1,0
19301,1774499,Brooklyn,Bushwick,40.69909,-73.92279,Private room,3,2,0.06,0,1,1
44542,23831365,Manhattan,NoHo,40.72492,-73.99496,Entire home/apt,10,1,0.79,18,2,0
29674,83426350,Brooklyn,Bedford-Stuyvesant,40.68917,-73.94937,Private room,2,0,,0,1,1
41782,151460365,Manhattan,East Harlem,40.7984,-73.94267,Entire home/apt,2,16,3.58,8,2,0
39904,231648163,Brooklyn,Bedford-Stuyvesant,40.68054,-73.91775,Private room,2,0,,365,1,1
12985,50451849,Queens,Astoria,40.76993,-73.91762,Entire home/apt,2,92,2.19,12,3,0
25412,55260292,Manhattan,Lower East Side,40.72017,-73.98412,Private room,2,14,0.67,60,2,1
44240,257585150,Manhattan,Upper East Side,40.77167,-73.95529,Private room,1,2,2.0,311,2,1
16204,22541573,Manhattan,Gramercy,40.7382,-73.98301,Entire home/apt,30,1,0.12,236,2,0
19204,97323051,Brooklyn,Prospect Heights,40.67431,-73.9651,Private room,3,3,0.09,0,1,1
34825,6388234,Queens,Forest Hills,40.71852,-73.84577,Private room,2,0,,35,3,1
44037,32167398,Queens,Long Island City,40.75894,-73.92864,Private room,1,4,1.52,355,3,1
46272,260496218,Queens,Bellerose,40.73176,-73.73872,Private room,1,0,,157,3,1
31955,36849759,Brooklyn,Bushwick,40.7022,-73.93165,Entire home/apt,2,39,3.09,209,1,0
13280,9108035,Brooklyn,Bedford-Stuyvesant,40.68636,-73.93104,Entire home/apt,4,5,0.12,0,1,0
17665,49186997,Manhattan,Greenwich Village,40.73305,-73.99373,Entire home/apt,30,2,0.06,180,2,0
14647,1253313,Queens,Astoria,40.76964,-73.92117,Entire home/apt,2,28,0.7,0,3,0
6113,23228839,Manhattan,Harlem,40.81056,-73.94627,Entire home/apt,3,28,0.5,329,2,0
24033,7107479,Manhattan,NoHo,40.7291,-73.99246,Entire home/apt,2,37,1.5,5,2,0
6482,23772724,Manhattan,Upper East Side,40.78171,-73.94617,Entire home/apt,30,6,0.15,225,2,0
461,776645,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,2,29,0.35,119,1,0
17359,52267190,Queens,Ozone Park,40.68226,-73.84396,Shared room,1,0,,0,3,2
17210,69591507,Brooklyn,East Flatbush,40.65275,-73.95119,Entire home/apt,1,0,,0,1,0
1531,2817397,Manhattan,Upper West Side,40.77563,-73.98065,Entire home/apt,30,27,0.34,128,2,0
46321,244131674,Manhattan,Chelsea,40.749,-74.00244,Entire home/apt,2,3,3.0,365,2,0
14332,58070616,Brooklyn,Bedford-Stuyvesant,40.69032,-73.93699,Private room,1,5,0.12,0,1,1
19453,2276763,Manhattan,Harlem,40.81678,-73.93836,Private room,5,3,0.16,0,2,1
29014,79298323,Queens,Maspeth,40.73449,-73.89227,Private room,5,12,0.99,320,3,1
6499,1887912,Manhattan,Upper West Side,40.78657,-73.97161,Entire home/apt,30,31,0.59,213,2,0
15044,2295610,Brooklyn,Williamsburg,40.71214,-73.96866,Entire home/apt,3,21,0.53,0,1,0
21589,23919461,Manhattan,West Village,40.73381,-74.00365,Private room,3,87,3.09,39,2,1
47162,11971910,Brooklyn,Greenpoint,40.72685,-73.94433,Entire home/apt,30,0,,104,1,0
6885,25365628,Queens,Woodside,40.74468,-73.91102,Entire home/apt,1,0,,0,3,0
48578,273142559,Queens,Glendale,40.70428,-73.85726,Private room,1,0,,149,3,1
3345,10317189,Manhattan,Upper West Side,40.79321,-73.9694,Entire home/apt,1,0,,0,2,0
26514,333897,Queens,Ridgewood,40.69385,-73.90296,Private room,1,50,2.34,341,3,1
18657,42691960,Manhattan,Harlem,40.80676,-73.94658,Private room,4,9,0.26,0,2,1
13617,52320041,Manhattan,Upper West Side,40.80114,-73.96772,Entire home/apt,30,17,0.47,190,2,0
10445,40536602,Brooklyn,Midwood,40.62022,-73.95622,Entire home/apt,7,0,,0,1,0
24924,141615596,Bronx,Parkchester,40.83805,-73.85867,Shared room,1,18,0.78,342,0,2
38899,1395530,Brooklyn,Williamsburg,40.71285,-73.96124,Private room,20,2,0.42,333,1,1
13458,51728257,Manhattan,Gramercy,40.73462,-73.98227,Entire home/apt,4,1,0.02,0,2,0
13086,1904415,Manhattan,Upper West Side,40.77789,-73.97701,Entire home/apt,1,0,,0,2,0
10661,7430851,Brooklyn,Fort Greene,40.68791,-73.97438,Entire home/apt,2,2,0.04,0,1,0
58,32169,Brooklyn,Greenpoint,40.72401,-73.93788,Private room,4,138,1.19,320,1,1
25231,5083652,Brooklyn,Bedford-Stuyvesant,40.68956,-73.93853,Entire home/apt,2,6,0.26,4,1,0
40285,233422217,Manhattan,Harlem,40.82575,-73.95177,Private room,2,0,,346,2,1
18963,16624745,Manhattan,Murray Hill,40.74653,-73.9739,Private room,1,15,0.44,7,2,1
5277,23633,Brooklyn,Bushwick,40.70315,-73.93124,Private room,2,2,0.04,0,1,1
12755,4422477,Manhattan,East Village,40.72936,-73.97882,Private room,2,1,0.03,0,2,1
21163,7181263,Manhattan,East Harlem,40.79933,-73.94272,Private room,1,102,3.43,81,2,1
2698,213266,Manhattan,Nolita,40.72193,-73.99379,Entire home/apt,1,2,0.03,365,2,0
43326,253073362,Manhattan,Nolita,40.72175,-73.99544,Entire home/apt,5,3,2.5,7,2,0
21498,62023756,Queens,Fresh Meadows,40.74637,-73.7842,Private room,1,50,3.51,67,3,1
10607,43052750,Manhattan,Battery Park City,40.70956,-74.01605,Entire home/apt,30,6,0.13,43,2,0
40286,115136074,Queens,Springfield Gardens,40.68996,-73.74882,Private room,2,6,1.01,85,3,1
37614,218984753,Manhattan,Lower East Side,40.71918,-73.98525,Entire home/apt,1,25,3.25,143,2,0
26749,19001556,Manhattan,East Village,40.72374,-73.97989,Entire home/apt,2,3,0.16,0,2,0
20506,106899231,Brooklyn,Fort Greene,40.69601,-73.97114,Entire home/apt,6,7,0.23,5,1,0
36723,119669058,Brooklyn,Bedford-Stuyvesant,40.69319,-73.95528,Private room,2,9,1.02,312,1,1
9166,6661559,Manhattan,East Village,40.72294,-73.9857,Private room,1,0,,0,2,1
2039,4872812,Manhattan,East Village,40.72784,-73.98486,Entire home/apt,3,2,0.06,0,2,0
28635,3297475,Brooklyn,Greenpoint,40.72458,-73.94122,Private room,3,3,0.16,0,1,1
22519,57571805,Manhattan,Midtown,40.7523,-73.97299,Entire home/apt,4,2,0.08,0,2,0
15421,11626567,Brooklyn,Williamsburg,40.70661,-73.93642,Private room,1,2,0.05,0,1,1
29943,171107511,Queens,East Elmhurst,40.76393,-73.86444,Private room,2,1,0.11,219,3,1
30220,10826173,Queens,Long Island City,40.74825,-73.94095,Private room,2,3,0.21,0,3,1
15005,18994094,Brooklyn,Williamsburg,40.71214,-73.95837,Entire home/apt,2,28,0.7,0,1,0
38457,196705969,Manhattan,Greenwich Village,40.72866,-74.0013,Entire home/apt,2,4,0.61,10,2,0
37038,221850456,Manhattan,East Harlem,40.78819,-73.94234,Private room,2,3,0.38,89,2,1
46291,151937146,Manhattan,West Village,40.73705,-74.00966,Entire home/apt,1,3,3.0,344,2,0
1844,4311270,Brooklyn,Greenpoint,40.73319,-73.95623,Private room,1,4,0.18,0,1,1
46787,266699294,Manhattan,East Harlem,40.79136,-73.93979,Entire home/apt,2,1,1.0,365,2,0
9543,15743291,Manhattan,Chinatown,40.71479,-73.99284,Entire home/apt,4,7,0.15,0,2,0
9052,10124757,Manhattan,Upper West Side,40.78905,-73.96748,Entire home/apt,8,3,0.06,0,2,0
15788,69457013,Manhattan,Upper West Side,40.79768,-73.9633,Private room,30,0,,0,2,1
33729,200193940,Brooklyn,Bedford-Stuyvesant,40.69361,-73.93441,Private room,2,44,4.43,73,1,1
25502,60350045,Brooklyn,Boerum Hill,40.68557,-73.98537,Entire home/apt,7,31,1.38,0,1,0
34586,5699385,Manhattan,Kips Bay,40.73932,-73.97764,Entire home/apt,5,13,1.23,24,2,0
27225,10972769,Manhattan,SoHo,40.7251,-74.00775,Entire home/apt,2,5,0.26,0,2,0
29271,13510515,Queens,Astoria,40.77179,-73.93442,Entire home/apt,4,0,,0,3,0
20359,60146124,Brooklyn,Williamsburg,40.71416,-73.93852,Private room,21,13,0.42,26,1,1
24296,2128192,Brooklyn,Greenpoint,40.72485,-73.94582,Private room,5,0,,0,1,1
22678,44852596,Manhattan,Financial District,40.70468,-74.00722,Entire home/apt,3,19,0.72,244,2,0
12830,50448556,Manhattan,Harlem,40.80345,-73.95067,Private room,1,0,,0,2,1
42217,145573505,Manhattan,Hell's Kitchen,40.7616,-73.99368,Entire home/apt,2,19,6.2,95,2,0
24800,29003640,Manhattan,Washington Heights,40.84851,-73.93207,Entire home/apt,3,6,0.25,0,2,0
14571,60516459,Manhattan,Upper West Side,40.77156,-73.98284,Private room,2,60,1.47,317,2,1
40507,16683574,Manhattan,Harlem,40.82823,-73.94971,Entire home/apt,30,0,,357,2,0
24288,51356852,Manhattan,Hell's Kitchen,40.763,-73.98624,Private room,1,0,,0,2,1
4932,6828085,Manhattan,West Village,40.73622,-74.00147,Shared room,1,47,0.81,362,2,2
